Problem;Rationale;annotated_formula;linear_formula;category;id_question;difficulty;upload_timestamp;solved_timestamp;response_time
a is two years older than b who is twice as old as c . if the total ages of a , b and c be 27 . what is the age of b ?;"""c age x , then b age is 2 x so a age is 2 x + 2 . ( 2 x + 2 ) + 2 x + x = 27 5 x = 25 x = 5 so b is 2 x = 2 ( 5 ) 2 x 5 = 10 answer : b""";divide(multiply(subtract(27, const_2), const_2), add(const_4, const_1));add(const_1,const_4)|subtract(n0,const_2)|multiply(#1,const_2)|divide(#2,#0)|;general;Q570;Easy;2023-03-20 16:59:00;2023-03-20 17:09:00;10,86
"s is a positive integer and multiple of 2 ; p = 4 ^ s , what is the remainder when p is divided by 10 ?";it is essential to recognize that the remainder when an integer is divided by 10 is simply the units digit of that integer . to help see this , consider the following examples : 4 / 10 is 0 with a remainder of 4 14 / 10 is 1 with a remainder of 4 5 / 10 is 0 with a remainder of 5 105 / 10 is 10 with a remainder of 5 it is also essential to remember that the s is a positive integer and multiple of 2 . any integer that is a multiple of 2 is an even number . so , s must be a positive even integer . with these two observations , the question can be simplified to : what is the units digit of 4 raised to an even positive integer ? the units digit of 4 raised to an integer follows a specific repeating pattern : 4 ^ 1 = 4 4 ^ 2 = 16 4 ^ 3 = 64 4 ^ 4 = 256 4 ^ ( odd number ) - - > units digit of 4 4 ^ ( even number ) - - > units digit of 6 there is a clear pattern regarding the units digit . 4 raised to any odd integer has a units digit of 4 while 4 raised to any even integer has a units digit of 6 . since s must be an even integer , the units digit of p = 4 ^ s will always be 6 . consequently , the remainder when p = 4 ^ s is divided by 10 will always be 6 . in case this is too theoretical , consider the following examples : s = 2 - - > p = 4 ^ z = 16 - - > s / 10 = 1 with a remainder of 6 s = 4 - - > p = 4 ^ z = 256 - - > s / 10 = 25 with a remainder of 6 s = 6 - - > p = 4 ^ z = 4096 - - > s / 10 = 409 with a remainder of 6 s = 8 - - > p = 4 ^ z = 65536 - - > s / 10 = 6553 with a remainder of 6 answer : b .;reminder(power(4, 2), 10);power(n1,n0)|reminder(#0,n2);general;Q358;Medium;2023-03-21 09:28:00;2023-03-21 09:42:00;14,97
there is a lot of speculation that the economy of a country depends on how fast people spend their money in addition to how much they save . auggie was very curious to test this theory . auggie spent all of his money in 5 stores . in each store , he spent rs . 4 more than one - half of what he had when he went in . how many rupees did auggie have when he entered the first store ?;amount left = 0.5 x − 4 for fifth store this is zero . so x = 8 . that means he entered fifth store with 8 . now for fourth store , amount left = 8 so 0.5 x − 4 = 8 ⇒ x = 24 for third store , amount left = 24 so 12 x − 4 = 24 ⇒ x = 56 for second store , amount left = 56 so 0.5 x − 4 = 56 ⇒ x = 120 for first store , amount left = 120 so 0.5 x − 4 = 120 ⇒ x = 248 so he entered first store with 248 . answer : a;multiply(add(multiply(add(multiply(add(multiply(add(multiply(4, const_2), 4), const_2), 4), const_2), 4), const_2), 4), const_2);multiply(n1,const_2)|add(n1,#0)|multiply(#1,const_2)|add(n1,#2)|multiply(#3,const_2)|add(n1,#4)|multiply(#5,const_2)|add(n1,#6)|multiply(#7,const_2);general;Q300;Easy;2023-03-21 21:21:00;2023-03-21 21:34:00;13,95
3 people are planning to share equally the cost of a rental car . if one person withdraws from the arrangement and the others share equally the entire cost of the car , then the share of each of the remaining persons increased by :;original share of 1 person = 1 / 3 new share of 1 person = 1 / 2 increase = ( 1 / 2 - 1 / 3 = 1 / 6 ) therefore , required fraction = ( 1 / 6 ) / ( 1 / 3 ) = ( 1 / 6 ) x ( 3 / 1 ) = 1 / 2 answer is a .;divide(subtract(divide(const_1, const_2), divide(const_1, 3)), divide(const_1, 3));divide(const_1,const_2)|divide(const_1,n0)|subtract(#0,#1)|divide(#2,#1);general;Q115;Medium;2023-03-22 09:29:00;2023-03-22 10:07:00;38,71
the sum of the even numbers between 1 and k is 79 * 80 , where k is an odd number , then k =;"""the number of terms in this set would be : n = ( k - 1 ) / 2 ( as k is odd ) last term : k - 1 average would be first term + last term / 2 = ( 2 + k - 1 ) / 2 = ( k + 1 ) / 2 also average : sum / number of terms = 79 * 80 / ( ( k - 1 ) / 2 ) = 158 * 80 / ( k - 1 ) ( k + 1 ) / 2 = 158 * 80 / ( k - 1 ) - - > ( k - 1 ) ( k + 1 ) = 158 * 160 - - > k = 159 answer e .""";add(multiply(79, const_2), 1);multiply(n1,const_2)|add(#0,n0)|;general;Q228;Easy;2023-03-22 17:39:00;2023-03-22 17:46:00;7,08
ele , the circus elephant , is currently 3 times older than lyn , the circus lion . in 15 years from now , lyn the circus lion will be exactly half as old as ele , the circus elephant . how old is ele today ?;ele , the circus elephant , is currently three times older than lyn , the circus lion . ele = 3 * lyn usually , ages are integers so there is a good possibility that the age of ele is 45 ( the only option that is a multiple of 3 ) . then age of lyn would be 15 . in 15 yrs , ele would be 60 and lyn would be 30 - so lyn would be half as old as ele . answer ( d );multiply(subtract(multiply(const_2, 15), 15), 3);multiply(n1,const_2)|subtract(#0,n1)|multiply(n0,#1);general;Q244;Easy;2023-03-23 03:01:00;2023-03-23 03:16:00;15,38
a right circular cone is exactly fitted inside a cube in such away that the edges of the base of the cone are touching the edges of one of the faces of the cube and the vertex is on the opposite face of the cube . if the volume of the cube is 343 cc , what approximately is the volume of the cone ?;edge of the cube = 3 √ 334 = 7 cm ∴ radius of cone = 3.5 cm height = 7 cm volume of cone = 1 ⁄ 3 π r 2 h 1 ⁄ 3 π r 2 h = 1 ⁄ 3 × 22 ⁄ 7 × ( 3.5 ) 2 × 7 = 1 ⁄ 3 × 22 × 12.25 ≈ 90 sec answer b;volume_cone(divide(cube_edge_by_volume(343), const_2), cube_edge_by_volume(343));cube_edge_by_volume(n0)|divide(#0,const_2)|volume_cone(#1,#0);geometry;Q326;Medium;2023-03-23 05:17:00;2023-03-23 05:50:00;33,7
the area of a rhombus is equal to the area of a rectangle whose length is 20 cm and the breadth is 10 cm . if one of the diagonals is 32 cm what is the length of other diagonal ?;area of rectangle = 20 x 10 = 200 cm â ² let ' l ' the length of other diagonal = 0.5 x 32 xl = 200 which gives x = 12.5 cm answer : b;divide(multiply(rectangle_area(20, 10), const_2), 32);rectangle_area(n0,n1)|multiply(#0,const_2)|divide(#1,n2);geometry;Q559;Hard;2023-03-23 07:34:00;2023-03-23 08:20:00;46,53
a line has a slope of 3 / 4 and intersects the point w ( - 12 , - 39 ) . at which point does this line intersect the x - axis ?;"""assume that the equation of the line is y = mx + c , where m and c are the slope and y - intercept . you are also given that the line crosses the point ( - 12 , - 39 ) , this means that this point will also lie on the line above . thus you get - 39 = m * ( - 12 ) + c , with m = 3 / 4 as the slope is given to be 3 / 4 . after substituting the above values , you get c = - 30 . thus the equation of the line is y = 0.75 * x - 30 and the point where it will intersect the x - axis will be with y coordinate = 0 . put y = 0 in the above equation of the line and you will get , x = 40 . thus , the point w of intersection is ( 40,0 ) . a is the correct answer .""";multiply(negate(divide(subtract(negate(39), multiply(negate(12), divide(3, 4))), divide(3, 4))), const_10);divide(n0,n1)|negate(n3)|negate(n2)|multiply(#0,#2)|subtract(#1,#3)|divide(#4,#0)|negate(#5)|multiply(#6,const_10)|;general;Q404;Hard;2023-03-23 12:40:00;2023-03-23 13:04:00;24,31
how long does a truck of 200 m long traveling at 60 kmph takes to cross a bridge of 180 m in length ?;d = 200 + 180 = 380 m s = 60 * 5 / 18 = 50 / 3 t = 380 * 3 / 50 = 22.8 sec answer : c;divide(add(200, 180), multiply(60, const_0_2778));add(n0,n2)|multiply(n1,const_0_2778)|divide(#0,#1);physics;Q534;Medium;2023-03-24 08:34:00;2023-03-24 09:02:00;28,37
difference between the length & breadth of a rectangle is 10 m . if its perimeter is 206 m , then its area is ?;solving the two equations , we get : l = 30 and b = 40 . area = ( l x b ) = ( 30 x 40 ) m 2 = 1200 m ^ 2 d;multiply(multiply(10, const_4), multiply(10, const_3));multiply(n0,const_4)|multiply(n0,const_3)|multiply(#0,#1);geometry;Q440;Easy;2023-03-25 03:53:00;2023-03-25 03:57:00;4,98
1370 , 1320 , x , - 180 , - 6430;"""1370 - 50 * ( 5 ^ 0 ) = 1320 1320 - 50 * ( 5 ^ 1 ) = 1070 1070 - 50 * ( 5 ^ 2 ) = - 180 - 180 - 50 * ( 5 ^ 3 ) = - 6430 answer : a .""";subtract(negate(6430), multiply(subtract(1320, 180), divide(subtract(1320, 180), subtract(1370, 1320))));negate(n3)|subtract(n1,n2)|subtract(n0,n1)|divide(#1,#2)|multiply(#3,#1)|subtract(#0,#4)|;general;Q078;Easy;2023-03-25 08:48:00;2023-03-25 09:01:00;13,52
sum of two numbers is 63 . their difference is 1 / 8 of their sum . their l . c . m is;"""explanation : let the numbers be x and y according to the problem x + y = 63 x - y = 1 / 8 ( x + y ) x - y = 1 / 8 * 63 , x - y = 9 2 x = 72 , x = 36 and y = 27 l . c . m of 36 and 27 is 351 answer : option c""";subtract(63, divide(subtract(63, divide(1, const_2)), const_2));divide(n1,const_2)|subtract(n0,#0)|divide(#1,const_2)|subtract(n0,#2)|;general;Q316;Medium;2023-03-25 15:03:00;2023-03-25 15:31:00;28,9
last year the price range ( per kg ) for 100 varieties of apples in wholesale market was $ 100 . if the prices of each of the 100 varieties increased by 10 percent this year over what it was last year , what is the range of the wholesale prices of the 1000 varieties of apples this year ?;let the lowest price be x . therefore , highest price is x + 100 . now price of each variety is increased by 10 % . therefore the price will remain arranged in the same order as before . or lowest price = 1.1 x and highest = 1.1 * ( x + 100 ) or range = highest - lowest = 1.1 * ( x + 100 ) - 1.1 x = 110 , hence , c;multiply(100, divide(add(10, const_100), const_100));add(n3,const_100)|divide(#0,const_100)|multiply(n0,#1);general;Q687;Medium;2023-03-25 17:57:00;2023-03-25 18:33:00;36,8
the tailor has a 10 meter long piece of fabric for which to sew a ball room dress . she has to cuts this fabric into strips of 200 centimeters each . how long will it take the tailor to complete this tasks if each 200 centimeter took 5 minutes to cut ?;the tailors would need to cut the fabric 49 times thus the total amount spent would be 245 minutes . the answer is d;multiply(subtract(divide(multiply(10, const_1000), 200), const_1), 5);multiply(n0,const_1000)|divide(#0,n1)|subtract(#1,const_1)|multiply(n3,#2);physics;Q270;Easy;2023-03-25 21:10:00;2023-03-25 21:20:00;10,67
each of 3 investments has a 20 % of becoming worthless within a year of purchase , independently of what happens to the other two investments . if simone invests an equal sum k in each of these 3 investments on january 1 , the approximate chance that by the end of the year , she loses no more than 1 / 3 of her original investment is;the problem asks for the approximate chance that no more than 1 / 3 of the original investment is lost . we can apply the “ 1 – x ” technique : what ’ s the chance that more than 1 / 3 of the original investment is lost ? there are two outcomes we have to separately measure : ( a ) all 3 investments become worthless . ( b ) 2 of the 3 investments become worthless , while 1 doesn ’ t . outcome ( a ) : the probability is ( 0.2 ) ( 0.2 ) ( 0.2 ) = 0.008 , or a little less than 1 % . outcome ( b ) : call the investments x , y , and z . the probability that x retains value , while y and z become worthless , is ( 0.8 ) ( 0.2 ) ( 0.2 ) = 0.032 . now , we have to do the same thing for the specific scenarios in which y retains value ( while x and z don ’ t ) and in which z retains value ( while x and y don ’ t ) . each of those scenarios results in the same math : 0.032 . thus , we can simply multiply 0.032 by 3 to get 0.096 , or a little less than 10 % . the sum of these two probabilities is 0.008 + 0.096 = 0.104 , or a little more than 10 % . finally , subtracting from 100 % and rounding , we find that the probability we were looking for is approximately 90 % . the correct answer is a . this problem illustrates the power of diversification in financial investments . all else being equal , it ’ s less risky to hold a third of your money in three uncorrelated ( independent ) but otherwise equivalent investments than to put all your eggs in one of the baskets . that said , be wary of historical correlations ! housing price changes in different us cities were not so correlated — and then they became highly correlated during the recent housing crisis ( they all fell together ) , fatally undermining spreadsheet models that assumed that these price changes were independent .;subtract(add(multiply(20, const_2), multiply(20, 3)), const_10);multiply(n1,const_2)|multiply(n0,n1)|add(#0,#1)|subtract(#2,const_10);general;Q628;Medium;2023-03-27 09:25:00;2023-03-27 09:59:00;34,72
a bank pays interest to its customers on the last day of the year . the interest paid to a customer is calculated as 10 % of the average monthly balance maintained by the customer . john is a customer at the bank . on the last day , when the interest was accumulated into his account , his bank balance doubled to $ 5080 . what is the average monthly balance maintained by john in his account during the year ?;bank balance is doubled with accumulation of interest tp 5080 . . this means interest is 5080 / 2 = 2540 for entire year . . although since interest is 10 % of avg monthly balance , it becomes 25400 . . d;multiply(5080, divide(10, const_2));divide(n0,const_2)|multiply(n1,#0);general;Q387;Easy;2023-03-27 14:33:00;2023-03-27 14:50:00;17,78
a bus 75 m long is running with a speed of 21 km / hr . in what time will it pass a woman who is walking at 3 km / hr in the direction opposite to that in which the bus is going ?;"""speed of bus relative to woman = 21 + 3 = 24 km / hr . = 24 * 5 / 18 = 20 / 3 m / sec . time taken to pass the woman = 75 * 3 / 20 = 11.25 sec . answer : c""";divide(divide(multiply(75, const_3600), add(21, 3)), const_1000);add(n1,n2)|multiply(n0,const_3600)|divide(#1,#0)|divide(#2,const_1000)|;physics;Q573;Easy;2023-03-28 04:07:00;2023-03-28 04:21:00;14,12
what is the largest power of 3 contained in 200 !;"""in real basic terms , we ' re asked to find all of the ' 3 s ' in 200 ! we can figure out that 200 / 3 = 66 , so we know that there are at least 66 ' 3 s ' in 200 ! while that answer is among the 5 choices , it seems a bit too ' easy ' , so let ' s do a bit more work and list out the first few numbers that we know have a ' 3 ' in them : 3 = 3 x 1 6 = 3 x 2 9 = 3 x 3 notice how both 3 and 6 have just one 3 in them , but 9 has two 3 s ( there ' s an ' extra ' 3 that we have to account for ) . this implies that there are probably other numbers that include ' extra 3 s ' that we have to figure out : to find those extra 3 s , we have to look at numbers that contain ' powers of 3 ' . . . 3 ^ 2 = 9 3 ^ 3 = 27 3 ^ 4 = 81 3 ^ 5 = 243 , but that ' s too big ( we ' re only going up to 200 ) . keep in mind that a multiple of 81 is also a multiple of 9 and 27 , so we do n ' t want to count any of those values more than once . 200 / 9 = 22 , so we know that there are at least 22 extra 3 s ( and certainly more because of the 27 and 81 ) . with the 66 3 s that we already have , those 22 extra 3 s increase the total to 88 . with the other extra 3 s , we ' ll end up with more than 88 3 s . there ' s only one answer that fits that logic . . . answer : d""";multiply(floor(divide(power(const_10, 3), 200)), 200);power(const_10,n0)|divide(#0,n1)|floor(#1)|multiply(n1,#2)|;other;Q575;Hard;2023-03-28 10:00:00;2023-03-28 10:45:00;45,31
on a certain day , orangeade was made by mixing a certain amount of orange juice with an equal amount of water . on the next day , orangeade was made by mixing the same amount of orange juice with thrice the amount of water . on both days , all the orangeade that was made was sold . if the revenue from selling the orangeade was the same for both days and if the orangeade was sold at $ 0.60 per glass on the first day , what was the price per glass on the second day ?;"""on the first day 1 unit of orange juice and 1 unit of water was used to make 2 units of orangeade ; on the second day 1 unit of orange juice and 3 units of water was used to make 4 units of orangeade ; so , the ratio of the amount of orangeade made on the first day to the amount of orangeade made on the second day is 2 to 4 . naturally the ratio of the # of glasses of orangeade made on the first day to the # of glasses of orangeade made on the second day is 2 to 4 . we are told thatthe revenue from selling the orangeade was the same for both daysso the revenue from 2 glasses on the first day equals to the revenue from 4 glasses on the second day . say the price of the glass of the orangeade on the second day was $ x then 2 * 0.6 = 4 * x - - > x = $ 0.3 . answer : c .""";divide(multiply(add(const_1, const_1), 0.60), add(const_1, const_2));add(const_1,const_1)|add(const_1,const_2)|multiply(n0,#0)|divide(#2,#1)|;general;Q298;Easy;2023-03-29 08:16:00;2023-03-29 08:37:00;21,98
